relation,inverseRelation,inverseScore
http://bias.org/vocab/location/hud_county_place/county,http://bias.org/vocab/location/us_county/hud_county_place,0.7704918
http://bias.org/vocab/people/person/education./education/education/degree,http://bias.org/vocab/education/educational_degree/people_with_this_degree./education/education/student,0.79296875
http://bias.org/vocab/protected_sites/natural_or_cultural_site_designation/sites./protected_sites/natural_or_cultural_site_listing/listed_site,http://bias.org/vocab/protected_sites/listed_site/designation_as_natural_or_cultural_site./protected_sites/natural_or_cultural_site_listing/designation,0.82666665
http://bias.org/vocab/media_common/adaptation/adapted_from,http://bias.org/vocab/media_common/adapted_work/adaptations,0.9117647
http://bias.org/vocab/film/film/dubbing_performances./film/dubbing_performance/actor,http://bias.org/vocab/film/actor/dubbing_performances./film/dubbing_performance/film,0.84210527
http://bias.org/vocab/sports/pro_athlete/sports_played_professionally./sports/pro_sports_played/sport,http://bias.org/vocab/sports/sport/pro_athletes./sports/pro_sports_played/athlete,0.8088235
http://bias.org/vocab/education/educational_institution/campuses,http://bias.org/vocab/education/educational_institution_campus/educational_institution,0.79737335
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8146067
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,0.8258427
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team,0.78089887
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/team,0.7921348
http://bias.org/vocab/tv/tv_producer_type/tv_producers_of_this_type./tv/tv_producer_term/producer,http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,0.84162897
http://bias.org/vocab/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/second_place,http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/tournament,1.0
http://bias.org/vocab/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/second_place,http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/tournament,1.0
http://bias.org/vocab/base/popstra/restaurant/restaurant_choice./base/popstra/restaurant_choice/diner,http://bias.org/vocab/base/popstra/celebrity/eats_at./base/popstra/restaurant_choice/restaurant,0.8947368
http://bias.org/vocab/location/country/capital,http://bias.org/vocab/location/location/containedby,0.5492958
http://bias.org/vocab/location/country/first_level_divisions,http://bias.org/vocab/location/location/containedby,0.80851066
http://bias.org/vocab/location/country/first_level_divisions,http://bias.org/vocab/location/administrative_division/country,0.6666667
http://bias.org/vocab/location/country/first_level_divisions,http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent,0.71631205
http://bias.org/vocab/location/country/first_level_divisions,http://bias.org/vocab/location/administrative_division/first_level_division_of,0.82978725
http://bias.org/vocab/education/university/fraternities_and_sororities,http://bias.org/vocab/education/fraternity_sorority/colleges_and_universities,0.8244275
http://bias.org/vocab/film/producer/film,http://bias.org/vocab/film/film/produced_by,0.8103448
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8032787
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/vocab/sports/sports_position/players./baseball/baseball_roster_position/team,0.8360656
http://bias.org/vocab/sports/sports_award_winner/awards./sports/sports_award/award,http://bias.org/vocab/sports/sports_award_type/winners./sports/sports_award/award_winner,0.6666667
http://bias.org/vocab/location/location/partially_contains,http://bias.org/vocab/location/location/partially_containedby,0.84962404
http://bias.org/vocab/tv/tv_program_creator/programs_created,http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee,0.50340134
http://bias.org/vocab/tv/tv_program_creator/programs_created,http://bias.org/vocab/tv/tv_program/tv_producer./tv/tv_producer_term/producer,0.6394558
http://bias.org/vocab/tv/tv_program_creator/programs_created,http://bias.org/vocab/tv/tv_program/program_creator,0.79591835
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/governmental_body,http://bias.org/vocab/government/governmental_body/members./government/government_position_held/district_represented,0.8356164
http://bias.org/vocab/music/group_member/membership./music/group_membership/role,http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/member,0.83466667
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.8152985
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,0.8152985
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,0.82462686
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,0.8339552
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/jurisdiction_of_office,http://bias.org/vocab/location/country/administrative_divisions,0.7058824
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/jurisdiction_of_office,http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_children,0.7647059
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/jurisdiction_of_office,http://bias.org/vocab/government/governmental_jurisdiction/governing_officials./government/government_position_held/district_represented,0.8039216
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/jurisdiction_of_office,http://bias.org/vocab/location/location/contains,0.8039216
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/jurisdiction_of_office,http://bias.org/vocab/location/country/first_level_divisions,0.6862745
http://bias.org/vocab/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,http://bias.org/vocab/base/popstra/celebrity/dated./base/popstra/dated/participant,0.5762712
http://bias.org/vocab/film/music_contributor/film,http://bias.org/vocab/film/film/music,0.80490106
http://bias.org/vocab/people/cause_of_death/parent_cause_of_death,http://bias.org/vocab/people/cause_of_death/includes_causes_of_death,0.95
http://bias.org/vocab/people/cause_of_death/parent_cause_of_death,http://bias.org/vocab/medicine/disease/includes_diseases,0.55
http://bias.org/vocab/organization/organization/geographic_scope,http://bias.org/vocab/organization/organization_scope/organizations_with_this_scope,0.8235294
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/baseball/baseball_team/historical_roster./sports/sports_team_roster/player,0.95454544
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/baseball/baseball_team/historical_roster./baseball/baseball_historical_roster_position/player,0.8636364
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_historical_roster_position/player,0.90909094
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.72727275
http://bias.org/vocab/film/film/film_production_design_by,http://bias.org/vocab/film/film_production_designer/films_production_designed,0.835443
http://bias.org/vocab/base/biblioness/bibs_location/state,http://bias.org/vocab/location/location/contains,0.81666666
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/office_position_or_title,http://bias.org/vocab/government/government_office_or_title/office_holders./government/government_position_held/legislative_sessions,0.82608694
http://bias.org/vocab/sports/sport/teams,http://bias.org/vocab/sports/sports_team/sport,0.8111888
http://bias.org/vocab/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,http://bias.org/vocab/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/appearance_type,0.853211
http://bias.org/vocab/olympics/olympic_games/participating_countries,http://bias.org/vocab/olympics/olympic_participating_country/olympics_participated_in,0.8020408
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/player,0.7380952
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/player,0.7619048
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/player,0.71428573
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.88095236
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/player,0.8152174
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/position,http://bias.org/vocab/soccer/football_position/players,0.5543478
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/player,0.5543478
http://bias.org/vocab/film/film_casting_director/films_casting_directed,http://bias.org/vocab/film/film/film_casting_director,0.7
http://bias.org/vocab/government/governmental_jurisdiction/governing_officials./government/government_position_held/legislative_sessions,http://bias.org/vocab/government/legislative_session/members./government/government_position_held/jurisdiction_of_office,0.7567568
http://bias.org/vocab/film/film_subject/films,http://bias.org/vocab/film/film/subjects,0.82587063
http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,0.8165869
http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_roster_position/team,0.54545456
http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8165869
http://bias.org/vocab/location/location/events,http://bias.org/vocab/time/event/locations,0.8388889
http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/position,0.7657143
http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,0.85142857
http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,0.84
http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/position,0.7942857
http://bias.org/vocab/film/film_format/film_format,http://bias.org/vocab/film/film/film_format,0.8176638
http://bias.org/vocab/film/film/subjects,http://bias.org/vocab/film/film_subject/films,0.82861894
http://bias.org/vocab/people/profession/specialization_of,http://bias.org/vocab/people/profession/specializations,0.8198198
http://bias.org/vocab/olympics/olympic_medal/medal_winners./olympics/olympic_medal_honor/country,http://bias.org/vocab/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,0.7992278
http://bias.org/vocab/people/appointed_role/appointment./people/appointment/appointed_by,http://bias.org/vocab/people/appointer/appointment_made./people/appointment/appointed_role,0.9230769
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/office_holder,http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/legislative_sessions,0.8113208
http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent,http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_children,0.8031088
http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_parent,http://bias.org/vocab/location/location/contains,0.60967183
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/basic_title,http://bias.org/vocab/government/government_office_category/officeholders./government/government_position_held/legislative_sessions,0.79746836
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.8082707
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,0.8364662
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,0.81766915
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,0.8120301
http://bias.org/vocab/people/person/children,http://bias.org/vocab/people/person/parents,0.8181818
http://bias.org/vocab/business/board_member/leader_of./organization/leadership/organization,http://bias.org/vocab/organization/organization/leadership./organization/leadership/person,0.6666667
http://bias.org/vocab/music/musical_group/member./music/group_membership/member,http://bias.org/vocab/music/group_member/membership./music/group_membership/group,0.8229665
http://bias.org/vocab/time/time_zone/locations_in_this_time_zone,http://bias.org/vocab/location/location/time_zones,0.8062284
http://bias.org/vocab/computer/operating_system_developer/operating_systems_developed,http://bias.org/vocab/computer/operating_system/developer,0.8333333
http://bias.org/vocab/religion/deity/deity_of,http://bias.org/vocab/religion/religion/deities,1.0
http://bias.org/vocab/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,http://bias.org/vocab/base/popstra/celebrity/vacations_in./base/popstra/vacation_choice/location,0.8452722
http://bias.org/vocab/film/personal_film_appearance_type/film_appearances./film/personal_film_appearance/person,http://bias.org/vocab/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,0.8076923
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.81213015
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,0.68195266
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,0.6804734
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,0.6627219
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,0.8171846
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,0.8427788
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,0.81170017
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,0.81352836
http://bias.org/vocab/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,http://bias.org/vocab/government/politician/party./government/political_party_tenure/party,0.8037383
http://bias.org/vocab/location/administrative_division/first_level_division_of,http://bias.org/vocab/location/country/administrative_divisions,0.6524823
http://bias.org/vocab/location/administrative_division/first_level_division_of,http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_children,0.78723407
http://bias.org/vocab/location/administrative_division/first_level_division_of,http://bias.org/vocab/location/location/contains,0.8794326
http://bias.org/vocab/location/administrative_division/first_level_division_of,http://bias.org/vocab/location/country/first_level_divisions,0.82978725
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,0.8214286
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,0.8120301
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,0.84210527
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,0.81954885
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/vocab/olympics/olympic_sport/olympic_games_contested,0.80421686
http://bias.org/vocab/base/petbreeds/dog_breed/cities_where_this_dog_is_popular./base/petbreeds/dog_city_relationship/cities,http://bias.org/vocab/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,0.82474226
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.802974
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,0.81040895
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,0.8252788
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,0.8252788
http://bias.org/vocab/base/popstra/celebrity/wears./base/popstra/fashion_choice/designer,http://bias.org/vocab/base/popstra/company/fashion_choice./base/popstra/fashion_choice/fashion_wearer,0.72727275
http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,http://bias.org/vocab/olympics/olympic_medal/medal_winners./olympics/olympic_medal_honor/olympics,0.7821782
http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/conflict,http://bias.org/vocab/military/military_conflict/combatants./military/military_combatant_group/combatants,0.82185274
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,0.82309127
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,0.8566108
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,0.82681566
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,0.81005585
http://bias.org/vocab/education/educational_degree/people_with_this_degree./education/education/student,http://bias.org/vocab/people/person/education./education/education/degree,0.7807692
http://bias.org/vocab/government/governmental_body/members./government/government_position_held/legislative_sessions,http://bias.org/vocab/government/legislative_session/members./government/government_position_held/governmental_body,0.76237625
http://bias.org/vocab/soccer/football_player/position_s,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/player,0.67741936
http://bias.org/vocab/soccer/football_player/position_s,http://bias.org/vocab/soccer/football_position/players,0.7419355
http://bias.org/vocab/soccer/football_player/position_s,http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/player,0.62903225
http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program,http://bias.org/vocab/tv/tv_program/tv_producer./tv/tv_producer_term/producer,0.81904763
http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program,http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee,0.5642857
http://bias.org/vocab/music/group_member/membership./music/group_membership/group,http://bias.org/vocab/music/musical_group/member./music/group_membership/member,0.78899086
http://bias.org/vocab/sports/sports_league_draft/picks./sports/sports_league_draft_pick/team,http://bias.org/vocab/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,0.8292135
http://bias.org/vocab/film/film/story_by,http://bias.org/vocab/film/film_story_contributor/film_story_credits,0.84517765
http://bias.org/vocab/fictional_universe/character_species/characters_of_this_species,http://bias.org/vocab/fictional_universe/fictional_character/species,0.8
http://bias.org/vocab/music/voice/singers,http://bias.org/vocab/music/group_member/vocal_range,0.67391306
http://bias.org/vocab/base/biblioness/bibs_location/country,http://bias.org/vocab/location/location/contains,0.7557377
http://bias.org/vocab/award/award_category/disciplines_or_subjects,http://bias.org/vocab/award/award_discipline/awards_in_this_discipline,0.82608694
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.74380165
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./ice_hockey/hockey_roster_position/team,0.7933884
http://bias.org/vocab/award/award_category/presenting_organization,http://bias.org/vocab/award/award_presenting_organization/award_categories_presented,0.8352941
http://bias.org/vocab/government/legislative_session/legislature,http://bias.org/vocab/government/governmental_body/sessions,0.8367347
http://bias.org/vocab/media_common/dedicatee/dedications./media_common/dedication/dedicated_by,http://bias.org/vocab/media_common/dedicator/dedications./media_common/dedication/dedicated_to,0.8235294
http://bias.org/vocab/food/diet/followers,http://bias.org/vocab/food/diet_follower/follows_diet,0.8450704
http://bias.org/vocab/business/asset/owners./business/asset_ownership/owner,http://bias.org/vocab/business/asset_owner/assets_owned./business/asset_ownership/owned_asset,0.8
http://bias.org/vocab/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,http://bias.org/vocab/tv/tv_program/regular_personal_appearances./tv/tv_regular_personal_appearance/person,0.8737864
http://bias.org/vocab/film/editor/film,http://bias.org/vocab/film/film/edited_by,0.78723407
http://bias.org/vocab/sports/sports_team_location/teams,http://bias.org/vocab/sports/sports_team/location,0.8429003
http://bias.org/vocab/government/governmental_body/members./government/government_position_held/office_holder,http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/governmental_body,0.9
http://bias.org/vocab/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,http://bias.org/vocab/olympics/olympic_medal/medal_winners./olympics/olympic_medal_honor/country,0.80859375
http://bias.org/vocab/film/film/executive_produced_by,http://bias.org/vocab/film/producer/films_executive_produced,0.8081571
http://bias.org/vocab/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program,http://bias.org/vocab/base/schemastaging/tv_program_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/character,1.0
http://bias.org/vocab/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,http://bias.org/vocab/film/film_distribution_medium/films_distributed_in_this_medium./film/film_film_distributor_relationship/film,0.86315787
http://bias.org/vocab/business/board_member/leader_of./organization/leadership/role,http://bias.org/vocab/organization/role/leaders./organization/leadership/person,0.82608694
http://bias.org/vocab/award/award_category/category_of,http://bias.org/vocab/award/award/category,0.777027
http://bias.org/vocab/food/diet_follower/follows_diet,http://bias.org/vocab/food/diet/followers,0.7894737
http://bias.org/vocab/visual_art/visual_art_form/artists,http://bias.org/vocab/visual_art/visual_artist/art_forms,0.78125
http://bias.org/vocab/people/person/parents,http://bias.org/vocab/people/person/children,0.7590361
http://bias.org/vocab/medicine/disease/medical_specialties,http://bias.org/vocab/medicine/medical_specialty/diseases_treated,0.7096774
http://bias.org/vocab/government/government_office_category/officeholders./government/government_position_held/legislative_sessions,http://bias.org/vocab/government/legislative_session/members./government/government_position_held/basic_title,0.8181818
http://bias.org/vocab/medicine/disease/risk_factors,http://bias.org/vocab/medicine/risk_factor/diseases,0.847561
http://bias.org/vocab/geography/island/body_of_water,http://bias.org/vocab/geography/body_of_water/islands,0.7777778
http://bias.org/vocab/military/military_combatant/force_deployments./military/force_strength/combatant,http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,0.6666667
http://bias.org/vocab/olympics/olympic_athlete/country./olympics/olympic_athlete_affiliation/olympics,http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medalist,0.6226415
http://bias.org/vocab/olympics/olympic_athlete/country./olympics/olympic_athlete_affiliation/olympics,http://bias.org/vocab/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/athlete,0.7735849
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/governmental_body,http://bias.org/vocab/government/governmental_body/members./government/government_position_held/legislative_sessions,0.827957
http://bias.org/vocab/location/location/partially_containedby,http://bias.org/vocab/location/location/partially_contains,0.84962404
http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/character,http://bias.org/vocab/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/series,0.8181818
http://bias.org/vocab/internet/website/owner_new./internet/website_ownership/owner,http://bias.org/vocab/internet/website_owner/websites_owned_new./internet/website_ownership/website,1.0
http://bias.org/vocab/film/film_job/films_with_this_crew_job./film/film_crew_gig/crewmember,http://bias.org/vocab/film/film_crewmember/films_crewed./film/film_crew_gig/film_crew_role,0.9375
http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8135593
http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./baseball/baseball_roster_position/team,0.81920904
http://bias.org/vocab/film/film/other_crew./film/film_crew_gig/crewmember,http://bias.org/vocab/film/film_crewmember/films_crewed./film/film_crew_gig/film,0.8489583
http://bias.org/vocab/people/person/employment_history./business/employment_tenure/title,http://bias.org/vocab/business/job_title/people_with_this_title./business/employment_tenure/person,0.75
http://bias.org/vocab/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/position,http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/team,0.8105263
http://bias.org/vocab/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/position,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.8105263
http://bias.org/vocab/sports/sports_league_season/awards./sports/sports_award/award,http://bias.org/vocab/sports/sports_award_type/winners./sports/sports_award/season,0.85
http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/team,0.8049922
http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/sports/sports_position/players./american_football/football_roster_position/team,0.56162244
http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team,0.82371294
http://bias.org/vocab/education/educational_institution/parent_institution,http://bias.org/vocab/education/educational_institution/subsidiary_or_constituent_schools,0.8541667
http://bias.org/vocab/base/americancomedy/impersonated_celebrity/impersonated_by,http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated,0.8145161
http://bias.org/vocab/sports/sports_award_winner/awards./sports/sports_award/team,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,0.71428573
http://bias.org/vocab/sports/sports_award_winner/awards./sports/sports_award/team,http://bias.org/vocab/basketball/basketball_team/historical_roster./basketball/basketball_historical_roster_position/player,0.71428573
http://bias.org/vocab/sports/sports_award_winner/awards./sports/sports_award/team,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_historical_roster_position/player,0.71428573
http://bias.org/vocab/sports/sports_award_winner/awards./sports/sports_award/team,http://bias.org/vocab/basketball/basketball_team/historical_roster./sports/sports_team_roster/player,0.71428573
http://bias.org/vocab/sports/sports_award_winner/awards./sports/sports_award/team,http://bias.org/vocab/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/player,0.5714286
http://bias.org/vocab/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,http://bias.org/vocab/award/hall_of_fame_inductee/hall_of_fame_inductions./award/hall_of_fame_induction/hall_of_fame,0.8116883
http://bias.org/vocab/base/crime/crime/victim_s,http://bias.org/vocab/base/crime/crime_victim/crime,0.75
