relation,option,headEntities,headEntitiesForOption,optionRepresented
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/01r3hr,67,47,0.70149255
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/06b1q,67,51,0.76119405
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/02g_6x,67,49,0.73134327
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/023wyl,67,42,0.6268657
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/04nfpk,67,48,0.7164179
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/05b3ts,67,38,0.5671642
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/02qpbqj,67,39,0.58208954
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/05zm34,67,44,0.6567164
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/047g8h,67,51,0.76119405
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/entity/m/02g_7z,67,51,0.76119405
http://bias.org/vocab/film/film/runtime./film/film_cut/film_release_region,http://bias.org/entity/m/09c7w0,136,78,0.5735294
http://bias.org/vocab/people/person/languages,http://bias.org/entity/m/02h40lc,594,501,0.84343433
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/entity/m/0kbvb,57,29,0.50877196
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/entity/m/0kbws,57,32,0.5614035
http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,http://bias.org/entity/m/06sks6,57,33,0.57894737
http://bias.org/vocab/sports/sports_team/sport,http://bias.org/entity/m/02vx4,423,270,0.63829786
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/040fb,12,9,0.75
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/028kb,12,9,0.75
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/04wzr,12,10,0.8333333
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/06vkl,12,10,0.8333333
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/04w_7,12,10,0.8333333
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/05cw8,12,10,0.8333333
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/040fv,12,9,0.75
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/03_ly,12,8,0.6666667
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/02xx5,12,8,0.6666667
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/05lf_,12,7,0.5833333
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/0ll3,12,9,0.75
http://bias.org/vocab/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,http://bias.org/entity/m/0lkm,12,9,0.75
http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,373,373,1.0
http://bias.org/vocab/business/business_operation/revenue./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,215,213,0.9906977
http://bias.org/vocab/location/statistical_region/religions./location/religion_percentage/religion,http://bias.org/entity/m/0c8wxp,107,59,0.55140185
http://bias.org/vocab/location/statistical_region/religions./location/religion_percentage/religion,http://bias.org/entity/m/01lp8,107,54,0.5046729
http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,http://bias.org/entity/m/02lq67,43,38,0.88372093
http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,http://bias.org/entity/m/02lq5w,43,28,0.6511628
http://bias.org/vocab/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,http://bias.org/entity/m/02lpp7,43,35,0.81395346
http://bias.org/vocab/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,http://bias.org/entity/m/0735l,197,118,0.5989848
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/09c7w0,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/06npd,4,4,1.0
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/0h7x,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/0d060g,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/05b4w,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/0345h,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/07ssc,4,4,1.0
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/059j2,4,4,1.0
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/03rjj,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/0d0vqn,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/03gj2,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/01mjq,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/0154j,4,4,1.0
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/0k6nt,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/03rt9,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/06mkj,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/05r4w,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/06c1y,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/04g5k,4,3,0.75
http://bias.org/vocab/user/ktrueman/default_domain/international_organization/member_states,http://bias.org/entity/m/04gzd,4,3,0.75
http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,190,172,0.9052632
http://bias.org/vocab/tv/tv_program/country_of_origin,http://bias.org/entity/m/09c7w0,249,203,0.81526107
http://bias.org/vocab/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,476,353,0.74159664
http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,http://bias.org/entity/m/0ckd1,225,225,1.0
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/0crlz,43,22,0.5116279
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/02y8z,43,22,0.5116279
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/02vx4,43,23,0.53488374
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/06wrt,43,22,0.5116279
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/0bynt,43,23,0.53488374
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/096f8,43,22,0.5116279
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/071t0,43,22,0.5116279
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/06z6r,43,22,0.5116279
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/entity/m/01hp22,43,23,0.53488374
http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country,http://bias.org/entity/m/09c7w0,180,177,0.98333335
http://bias.org/vocab/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,http://bias.org/entity/m/01bjv,70,46,0.6571429
http://bias.org/vocab/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,http://bias.org/entity/m/07jdr,70,43,0.6142857
http://bias.org/vocab/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,http://bias.org/entity/m/025t3bg,70,52,0.74285716
http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_area_type,http://bias.org/entity/m/0hzc9wc,156,156,1.0
http://bias.org/vocab/government/governmental_body/members./government/government_position_held/legislative_sessions,http://bias.org/entity/m/04fhps,7,4,0.5714286
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/entity/m/01z9v6,40,33,0.825
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/entity/m/02wszf,40,34,0.85
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/entity/m/02lyr4,40,32,0.8
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/entity/m/028c_8,40,35,0.875
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/entity/m/03558l,50,32,0.64
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/entity/m/0355dz,50,27,0.54
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/entity/m/01pv51,50,30,0.6
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/entity/m/02sf_r,50,32,0.64
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/entity/m/02_ssl,50,36,0.72
http://bias.org/vocab/film/actor/film./film/performance/special_performance_type,http://bias.org/entity/m/01pb34,179,122,0.6815643
http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,149,149,1.0
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/05lf_,56,43,0.76785713
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/028kb,56,45,0.8035714
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/04wzr,56,47,0.83928573
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/06vkl,56,41,0.73214287
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/05cw8,56,45,0.8035714
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/040fv,56,43,0.76785713
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/03_ly,56,46,0.8214286
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/0lkm,56,46,0.8214286
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/02xx5,56,46,0.8214286
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/040fb,56,41,0.73214287
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/04w_7,56,47,0.83928573
http://bias.org/vocab/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,http://bias.org/entity/m/0ll3,56,45,0.8035714
http://bias.org/vocab/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,http://bias.org/entity/m/03z19,125,125,1.0
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/026xxv_,29,20,0.6896552
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/02pjzvh,29,16,0.55172414
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/03by7wc,29,20,0.6896552
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/02q4ntp,29,21,0.7241379
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/02pzy52,29,17,0.5862069
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/026w398,29,18,0.62068963
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/02pqcfz,29,17,0.5862069
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/02plv57,29,18,0.62068963
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/091tgz,29,21,0.7241379
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/02py8_w,29,18,0.62068963
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/026wlnm,29,21,0.7241379
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/03y9p40,29,21,0.7241379
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/02qk2d5,29,21,0.7241379
http://bias.org/vocab/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,http://bias.org/entity/m/027yf83,29,15,0.51724136
http://bias.org/vocab/education/university/international_tuition./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/01nv4h,117,65,0.5555556
http://bias.org/vocab/business/business_operation/assets./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,181,180,0.9944751
http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,http://bias.org/entity/m/09c7w0,75,45,0.6
http://bias.org/vocab/film/film/distributors./film/film_film_distributor_relationship/region,http://bias.org/entity/m/07ssc,134,127,0.9477612
http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,http://bias.org/entity/m/02h40lc,134,130,0.9701493
http://bias.org/vocab/education/university/fraternities_and_sororities,http://bias.org/entity/m/035tlh,114,59,0.51754385
http://bias.org/vocab/education/university/fraternities_and_sororities,http://bias.org/entity/m/0325pb,114,65,0.5701754
http://bias.org/vocab/award/award_category/category_of,http://bias.org/entity/m/0c4ys,148,79,0.5337838
http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,http://bias.org/entity/m/03w5xm,111,90,0.8108108
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/position_s,http://bias.org/entity/m/02g_6x,18,11,0.6111111
http://bias.org/vocab/user/alexander/philosophy/philosopher/interests,http://bias.org/entity/m/02jcc,39,20,0.51282054
http://bias.org/vocab/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,http://bias.org/entity/m/01jdpf,37,37,1.0
http://bias.org/vocab/broadcast/content/artist,http://bias.org/entity/m/01jcxwp,6,5,0.8333333
http://bias.org/vocab/film/actor/dubbing_performances./film/dubbing_performance/language,http://bias.org/entity/m/02h40lc,111,109,0.981982
